geneid	1 human	2 chimpanzee	3 Rhesus monkey	4 mouse	5 rat	6 dog	7 cow	8 chicken	9 western clawed frog	10 zebrafish	11 fruit fly	12 malaria mosquito	13 nematode	14 budding yeast	15 fission yeast	16 ascomycetes	17 ascomycetes	18 rice blast fungus	19 ascomycetes	20 thale cress	21 rice
4248	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4249	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4250	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4253	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4254	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4256	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4257	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4258	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4259	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
4261	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4267	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4277	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4281	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4282	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4283	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4284	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
4285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4286	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4287	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4288	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4289	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
4291	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4292	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
4293	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4294	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4295	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4296	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
4297	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4298	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4299	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4300	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4301	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4302	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4303	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4306	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4308	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
4311	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4312	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4313	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4314	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4316	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
4317	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4318	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0
4319	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4320	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4321	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4322	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4323	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
4324	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4325	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4326	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4327	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4329	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4330	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
4332	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4335	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4336	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4337	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4338	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4340	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4342	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4343	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1
4345	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4350	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4352	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4353	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4354	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4355	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4356	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4357	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
4358	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1
4359	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4360	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4363	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1
4430	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
4435	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4436	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
4437	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1
4438	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1
4439	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1
4440	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4477	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4478	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0
4481	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4482	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1
4485	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4486	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4487	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4488	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4490	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4493	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4494	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4496	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4501	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4502	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4504	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4507	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
4508	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4509	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4512	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0
4513	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
4514	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0
4515	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4519	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0
4520	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4521	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4524	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
4528	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1
4534	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4535	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
4536	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4537	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4538	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4539	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4540	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4541	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4542	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0
4543	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4544	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4547	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4548	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4552	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4580	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
4582	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4583	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4584	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4586	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4588	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4589	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4591	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4593	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4594	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4595	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1
4597	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
4598	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
4599	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1
4600	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4601	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4602	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4603	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4604	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4605	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4606	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4607	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4608	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4609	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4610	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4613	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4615	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
4616	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4617	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4618	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4619	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4620	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4621	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4622	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4624	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4625	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0
4626	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4627	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0
4628	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4629	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4632	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0
4633	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4634	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4635	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4636	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4637	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
4638	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4640	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4641	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
4642	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4643	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
4644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
4645	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1
4646	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4647	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
4648	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
4649	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4650	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4651	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4653	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4654	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4656	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4659	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4660	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4661	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4664	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4665	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4666	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4668	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
4669	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0
4670	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4671	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4673	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
4674	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4675	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4676	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0
4677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
4678	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4680	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4681	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4682	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4683	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4684	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4685	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4686	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1
4688	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4689	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4690	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
4691	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4692	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4693	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4694	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4695	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
4696	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4697	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4698	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4700	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4701	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4702	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4703	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4704	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4705	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4706	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
4707	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4708	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4709	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4710	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4711	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4712	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4713	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
4714	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4715	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4716	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4717	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4718	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4719	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4720	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0
4722	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0
4723	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4724	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1
4725	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4726	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
4728	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4729	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
4731	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4734	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4735	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4738	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
4739	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4741	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4744	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4745	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
4747	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4750	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4751	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0
4752	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0
4753	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4756	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
4758	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4759	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4760	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4761	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4762	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4763	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4771	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4772	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4773	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4774	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4775	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4776	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4778	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4779	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4780	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4781	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4782	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
4783	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4784	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4790	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4791	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
4792	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
4793	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4794	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4795	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4796	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
4798	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4799	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
4800	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4801	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1
4802	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4803	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4804	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4807	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4808	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4810	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4811	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4814	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4815	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
